1,2016-01-22-46,3.47977704734
2,2016-01-22-46,2.09623027984
3,2016-01-22-46,1.0
4,2016-01-22-46,3.72027569522
5,2016-01-22-46,1.47317235583
6,2016-01-22-46,1.74709231573
7,2016-01-22-46,29.1958189084
8,2016-01-22-46,323.055251939
9,2016-01-22-46,1.0
10,2016-01-22-46,1.0
11,2016-01-22-46,1.0
12,2016-01-22-46,2.66857153953
13,2016-01-22-46,1.0
14,2016-01-22-46,44.2659857778
15,2016-01-22-46,1.0
16,2016-01-22-46,1.0
17,2016-01-22-46,1.47317235583
18,2016-01-22-46,1.0
19,2016-01-22-46,1.00848227166
20,2016-01-22-46,1.0
21,2016-01-22-46,2.09623027984
22,2016-01-22-46,7.1747698435
23,2016-01-22-46,75.2697171702
24,2016-01-22-46,15.350451345
25,2016-01-22-46,1.0
26,2016-01-22-46,1.0
27,2016-01-22-46,11.0612010496
28,2016-01-22-46,4.71425063872
29,2016-01-22-46,1.0
30,2016-01-22-46,1.0
31,2016-01-22-46,2.66857153953
32,2016-01-22-46,1.0
33,2016-01-22-46,1.61716793614
34,2016-01-22-46,1.0
35,2016-01-22-46,1.0
36,2016-01-22-46,2.66857153953
37,2016-01-22-46,75.2697171702
38,2016-01-22-46,1.0
39,2016-01-22-46,2.09623027984
40,2016-01-22-46,1.0
41,2016-01-22-46,2.38049222371
42,2016-01-22-46,4.61322330358
43,2016-01-22-46,1.0
44,2016-01-22-46,1.0
45,2016-01-22-46,1.0
46,2016-01-22-46,23.7158430687
47,2016-01-22-46,1.57419969097
48,2016-01-22-46,12.5337271667
49,2016-01-22-46,1.57419969097
50,2016-01-22-46,1.0
51,2016-01-22-46,7.84646385668
52,2016-01-22-46,1.0
53,2016-01-22-46,1.0
54,2016-01-22-46,1.0
55,2016-01-22-46,1.0
56,2016-01-22-46,1.0
57,2016-01-22-46,1.0
58,2016-01-22-46,1.0
59,2016-01-22-46,3.77842121909
60,2016-01-22-46,1.95223469952
61,2016-01-22-46,1.0
62,2016-01-22-46,1.00848227166
63,2016-01-22-46,1.0
64,2016-01-22-46,1.0
65,2016-01-22-46,1.0
66,2016-01-22-46,1.0
1,2016-01-22-58,6.56784575506
2,2016-01-22-58,1.0
3,2016-01-22-58,1.48351235952
4,2016-01-22-58,68.9801721005
5,2016-01-22-58,1.42768774549
6,2016-01-22-58,35.1261183146
7,2016-01-22-58,6.78185103909
8,2016-01-22-58,143.350610321
9,2016-01-22-58,3.46452217208
10,2016-01-22-58,7.22611045166
11,2016-01-22-58,1.0
